City,Country,Date,Lat,Long,Cloudiness,Humidity,Max Temp,Wind Speed
pitimbu,BR,2020-04-11 14:01:18,-7.47,-34.81,20,62,89.86999999999996,4.6
mar del plata,AR,2020-04-11 13:59:06,-38,-57.56,40,60,73.27400000000002,6.7
naze,JP,2020-04-11 14:01:18,28.37,129.48,75,88,66.46999999999997,6.2
impfondo,CG,2020-04-11 14:01:19,1.64,18.07,71,80,76.892,2.07
voh,NC,2020-04-11 14:01:19,-20.97,164.7,51,78,72.55399999999995,2.61
kodinsk,RU,2020-04-11 14:01:19,58.69,99.18,12,95,29.26400000000003,1.19
stokmarknes,NO,2020-04-11 14:01:19,68.56,14.91,98,88,32.26999999999996,0.45
awjilah,LY,2020-04-11 14:01:19,29.11,21.29,41,26,67.17200000000004,3.39
damghan,IR,2020-04-11 14:01:20,36.17,54.35,22,39,57.79399999999997,3.03
ibra,OM,2020-04-11 14:01:20,22.69,58.53,53,36,82.79600000000005,5.39
karamea,,,,,,,,
cabedelo,BR,2020-04-11 14:01:20,-6.98,-34.83,20,62,89.86999999999996,4.6
smithers,CA,2020-04-11 14:00:05,54.78,-127.17,5,43,34.06999999999996,1.5
shingu,JP,2020-04-11 14:01:20,33.73,135.98,100,52,49.98200000000001,1.77
fallon,US,2020-04-11 14:01:20,39.47,-118.78,1,44,63.266000000000005,2.6
kallithea,GR,2020-04-11 14:01:20,37.95,23.7,0,55,70.26799999999999,2.57
dutse,NG,2020-04-11 14:01:21,11.76,9.34,98,13,89.11400000000003,4.26
juegang,CN,2020-04-11 14:01:21,32.32,121.19,63,87,47.26400000000003,0.45
botou,CN,2020-04-11 14:01:21,38.07,116.57,0,41,49.60399999999996,3.28
solnechnyy,RU,2020-04-11 14:01:21,50.72,136.63,58,80,32.01799999999999,1.68
angoram,PG,2020-04-11 14:01:21,-4.06,144.07,100,97,75.55999999999997,1
mabaruma,GY,2020-04-11 14:01:21,8.2,-59.78,100,52,87.566,3.25
maihar,IN,2020-04-11 14:01:22,24.27,80.75,9,16,84.34399999999997,1.8
poli,TZ,2020-04-11 14:01:22,-3.33,36.8,75,88,73.66999999999996,5.7
zhezkazgan,KZ,2020-04-11 14:01:22,47.8,67.71,53,47,46.47200000000004,4.75
plattsburgh,US,2020-04-11 14:01:22,44.7,-73.45,90,41,42.27799999999996,3.6
alofi,NU,2020-04-11 14:01:22,-19.06,-169.92,100,100,66.46999999999997,0.5
mareeba,AU,2020-04-11 14:01:22,-17,145.43,90,94,75.46999999999997,0.69
constitucion,CL,2020-04-11 14:01:22,-35.33,-72.42,100,60,63.12200000000004,5.71
nabire,ID,2020-04-11 14:01:23,-3.37,135.48,87,89,77.26999999999995,0.94
san lawrenz,MT,2020-04-11 14:01:23,36.06,14.2,13,51,62.86999999999996,2.6
yatou,CN,2020-04-11 14:01:23,37.15,122.38,5,59,44.94199999999999,4.14
antigonish,CA,2020-04-11 14:01:23,45.62,-62,75,52,45.266000000000005,9.3
havelock,US,2020-04-11 13:58:29,34.88,-76.9,1,31,63.266000000000005,5.1
eyl,SO,2020-04-11 14:01:23,7.98,49.82,0,69,83.42599999999999,6.42
yulara,AU,2020-04-11 13:58:03,-25.24,130.99,63,23,61.069999999999965,2.6
falealupo,,,,,,,,
biak,ID,2020-04-11 14:01:24,-0.91,122.88,3,73,80.50999999999999,3.68
constanta,RO,2020-04-11 14:01:24,44.18,28.65,40,61,46.66999999999996,1.5
harper,LR,2020-04-11 14:01:24,4.38,-7.72,87,74,83.56999999999996,2.18
samalaeulu,,,,,,,,
whitianga,NZ,2020-04-11 14:01:24,-36.83,175.7,5,91,57.272000000000034,2.23
yangcun,CN,2020-04-11 14:01:24,39.36,117.06,0,34,52.069999999999965,1
beysehir,TR,2020-04-11 14:01:24,37.68,31.72,0,33,47.911999999999956,2.31
ekhabi,RU,2020-04-11 14:01:24,53.51,142.97,84,97,28.814000000000032,5.82
ustye,RU,2020-04-11 14:01:24,59.63,39.74,39,88,27.877999999999965,1.16
lavras,BR,2020-04-11 14:00:48,-21.25,-45,49,61,73.958,2.04
malanje,AO,2020-04-11 13:57:23,-9.54,16.34,86,68,68.35999999999999,0.6
whitehorse,CA,2020-04-11 14:01:25,60.72,-135.05,5,47,30.272000000000038,0.23
nazarovo,RU,2020-04-11 14:01:25,56.01,90.39,0,81,32.719999999999956,2.09
palmerston,AU,2020-04-11 14:01:25,-12.49,130.98,75,83,79.26799999999999,3.1
barawe,,,,,,,,
monastyrshchina,RU,2020-04-11 14:01:25,54.35,31.84,37,74,35.61799999999998,3.65
ossora,RU,2020-04-11 14:01:26,59.24,163.07,55,93,9.859999999999978,1.65
acarau,BR,2020-04-11 14:01:26,-2.89,-40.12,100,77,84.542,3.39
dehloran,IR,2020-04-11 14:01:26,32.69,47.27,0,27,70.10600000000002,2.01
maneadero,MX,2020-04-11 14:01:26,31.72,-116.57,39,79,62.27599999999999,0.45
abu samrah,SY,2020-04-11 14:01:26,35.3,37.18,29,65,55.616000000000014,4.73
sinnamary,GF,2020-04-11 14:01:26,5.38,-52.95,93,69,82.68800000000005,5.41
ostrovnoy,RU,2020-04-11 14:01:26,68.05,39.51,73,94,16.73599999999997,4.92
buala,SB,2020-04-11 14:01:26,-8.14,159.59,100,82,81.03200000000001,3.35
loa janan,ID,2020-04-11 14:01:26,-0.58,117.09,100,95,74.10199999999998,0.63
helong,CN,2020-04-11 14:01:27,42.54,129,34,80,31.388000000000044,0.35
guiratinga,BR,2020-04-11 14:01:27,-16.35,-53.76,32,58,84.46999999999997,1.51
charters towers,AU,2020-04-11 14:01:27,-20.1,146.27,70,68,72.75199999999998,0.99
lisburn,GB,2020-04-11 14:01:27,54.52,-6.04,53,59,62.86999999999996,2.1
along,IN,2020-04-11 14:01:28,28.17,94.77,34,47,67.02799999999996,1.73
guanare,VE,2020-04-11 14:01:28,9.04,-69.74,100,34,98.40199999999997,0.99
glenwood springs,US,2020-04-11 14:01:28,39.55,-107.32,1,25,55.66999999999996,1.5
melfi,IT,2020-04-11 14:01:28,41,15.65,5,32,70.06999999999996,3.6
mahaicony,,,,,,,,
pudozh,RU,2020-04-11 14:01:28,61.81,36.53,13,92,27.01400000000003,1.13
salalah,OM,2020-04-11 14:01:20,17.02,54.09,75,70,84.46999999999997,4.1
pitea,SE,2020-04-11 14:01:28,65.32,21.48,58,69,34.26799999999999,3.1
korla,CN,2020-04-11 14:01:29,41.76,86.15,17,21,59.07200000000004,1.64
ati,TD,2020-04-11 14:01:29,13.22,18.34,79,11,93.41600000000001,5.94
inverell,AU,2020-04-11 14:01:29,-29.78,151.12,0,78,50.26999999999996,3.24
nuuk,GL,2020-04-11 14:01:29,64.18,-51.72,99,69,39.469999999999956,2.1
jebel,RO,2020-04-11 14:01:29,45.56,21.21,54,41,62.86999999999996,4.1
tarnova,RO,2020-04-11 14:01:29,46.32,21.8,1,29,62.86999999999996,3.1
lakes entrance,AU,2020-04-11 14:01:30,-37.88,147.98,80,65,53.27599999999999,0.45
yerbogachen,RU,2020-04-11 14:01:30,61.28,108.01,15,94,26.81600000000001,3.03
fairbanks,US,2020-04-11 14:00:03,64.84,-147.72,1,92,33.27799999999996,1.65
portland,US,2020-04-11 14:00:11,45.52,-122.68,75,66,55.274000000000015,0.67
erzin,TR,2020-04-11 14:01:30,36.96,36.2,20,72,63.266000000000005,2.1
beira,MZ,2020-04-11 13:56:45,-19.84,34.84,60,74,73.90399999999995,2.5
obodivka,UA,2020-04-11 14:01:30,48.41,29.25,55,35,51.27799999999996,3.85
verkhoyansk,RU,2020-04-11 14:01:30,67.54,133.38,100,94,27.301999999999975,3.79
inongo,CD,2020-04-11 14:01:31,-1.95,18.27,100,82,76.226,1.45
sharlyk,RU,2020-04-11 14:01:31,52.92,54.75,94,80,40.711999999999954,5.7
zurrieq,MT,2020-04-11 14:01:31,35.83,14.47,23,51,62.86999999999996,2.6
samusu,,,,,,,,
iquitos,PE,2020-04-11 14:01:31,-3.75,-73.25,75,83,80.86999999999996,1
doume,CM,2020-04-11 14:01:31,4.23,13.45,86,63,68.9,1.5
grinnell,US,2020-04-11 14:01:32,41.74,-92.72,90,87,57.272000000000034,5.1
parambu,BR,2020-04-11 14:00:56,-6.21,-40.69,76,66,82.976,2.41
ternate,ID,2020-04-11 14:01:32,0.8,127.4,5,82,79.57400000000001,2.07
cocachacra,PE,2020-04-11 14:01:32,-17.09,-71.76,77,65,76.1,3.49
phangnga,TH,2020-04-11 14:01:32,8.45,98.53,20,88,80.86999999999996,1.19
girne,CY,2020-04-11 14:01:32,35.34,33.32,1,72,62.86999999999996,3.6
batemans bay,AU,2020-04-11 13:57:37,-35.72,150.18,9,87,38.26400000000003,4.2
barbar,,,,,,,,
tlaxco,MX,2020-04-11 14:01:32,19.62,-98.12,5,33,73.66999999999996,2.67
thinadhoo,MV,2020-04-11 14:01:33,0.53,72.93,13,61,85.08200000000002,2.44
ardakan,IR,2020-04-11 14:01:33,32.31,54.02,40,35,71.86999999999996,6.2
moctezuma,MX,2020-04-11 14:01:33,29.8,-109.67,0,20,68.01799999999999,5.37
puerto leguizamo,CO,2020-04-11 14:01:33,-0.19,-74.78,92,56,89.40199999999999,0.72
atyrau,KZ,2020-04-11 13:56:54,47.12,51.88,0,56,43.06999999999996,4
sitka,US,2020-04-11 14:01:33,57.05,-135.33,1,59,37.66999999999996,1.5
waddan,LY,2020-04-11 14:01:34,29.16,16.14,13,23,69.60199999999998,6.8
diu,IN,2020-04-11 14:01:34,20.71,70.98,0,50,83.67799999999997,6.87
nuristan,AF,2020-04-11 14:01:34,35.3,70.83,97,25,30.70399999999995,1.88
nantucket,US,2020-04-11 13:56:49,41.28,-70.1,1,39,52.069999999999965,10.8
sept-iles,CA,2020-04-11 14:00:11,50.2,-66.38,75,38,41.26999999999996,7.7
cranbrook,CA,2020-04-11 14:00:34,49.5,-115.77,90,56,32.26999999999996,4.6
teya,RU,2020-04-11 14:01:34,60.38,92.63,1,94,24.656000000000027,1.8
palembang,ID,2020-04-11 14:01:34,-2.92,104.75,30,92,76.02799999999996,0.75
kentau,KZ,2020-04-11 14:01:35,43.52,68.51,87,59,57.109999999999985,3.16
kourou,GF,2020-04-11 13:57:07,5.16,-52.65,75,62,86.26999999999995,6.2
tazovskiy,RU,2020-04-11 14:01:35,67.47,78.7,100,99,36.08599999999997,7.82
asuncion,PY,2020-04-11 14:01:20,-25.3,-57.64,0,30,82.66999999999996,2.6
saint-joseph,RE,2020-04-11 14:00:23,-21.37,55.62,48,83,77.26999999999995,2.6
vila,PT,2020-04-11 14:01:35,42.03,-8.16,75,82,63.266000000000005,3.1
manaus,BR,2020-04-11 14:00:52,-3.1,-60.02,75,94,75.46999999999997,3.1
pedernales,DO,2020-04-11 14:01:36,18.04,-71.74,75,55,89.86999999999996,8.2
vaitape,PF,2020-04-11 14:01:36,-16.52,-151.75,100,73,84.05600000000004,4.18
tulun,RU,2020-04-11 14:01:36,54.56,100.58,99,74,33.25999999999998,1.92
tres marias,MX,2020-04-11 14:00:25,19.05,-99.24,5,22,86.26999999999995,1.5
khandyga,RU,2020-04-11 14:01:36,62.67,135.6,80,97,25.609999999999978,2.11
effingham,US,2020-04-11 14:01:36,32.37,-81.33,1,18,74.26400000000004,3.1
puebla,MX,2020-04-11 13:56:58,18.83,-98,5,33,83.26400000000004,4.48
forestville,US,2020-04-11 14:01:37,38.85,-76.88,1,30,60.27799999999996,6.2
nizhyn,UA,2020-04-11 14:01:37,51.05,31.89,38,63,40.38800000000005,5.62
ketchikan,US,2020-04-11 14:01:37,55.34,-131.65,1,41,43.06999999999996,2.6
rancho palos verdes,US,2020-04-11 14:01:37,33.74,-118.39,40,82,65.26400000000004,2.1
diego de almagro,CL,2020-04-11 14:01:37,-26.37,-70.05,0,16,81.71600000000001,6.08
san ramon,US,2020-04-11 13:58:57,37.78,-121.98,90,81,59.26999999999996,2.1
soubre,CI,2020-04-11 14:01:37,5.79,-6.61,89,85,80.65399999999995,1.19
spas-klepiki,RU,2020-04-11 14:01:38,55.13,40.18,100,84,36.266000000000005,3.13
khash,IR,2020-04-11 14:01:38,28.22,61.22,97,18,74.33599999999997,6.52
mantua,IT,2020-04-11 14:01:14,45.17,10.78,0,49,75.46999999999997,2.1
haibowan,,,,,,,,
tabiauea,,,,,,,,
awbari,LY,2020-04-11 14:01:38,26.59,12.78,0,15,79.51999999999995,5
ponta delgada,PT,2020-04-11 14:01:38,37.73,-25.67,20,63,62.86999999999996,8.2
vestmanna,FO,2020-04-11 14:01:38,62.16,-7.17,100,100,44.86999999999996,2.6
salinopolis,BR,2020-04-11 14:01:39,-0.61,-47.36,72,82,82.77799999999996,5.23
husavik,IS,2020-04-11 14:01:39,66.04,-17.34,75,93,37.66999999999996,8.2
arrifes,PT,2020-04-11 14:01:39,37.77,-25.7,20,63,62.86999999999996,8.2
sidhauli,IN,2020-04-11 14:01:39,27.28,80.83,1,50,79.06999999999996,2.33
mahibadhoo,MV,2020-04-11 14:00:27,3.78,72.97,17,66,85.00999999999999,0.76
kambove,CD,2020-04-11 14:01:39,-10.88,26.6,94,65,63.71600000000001,1.72
mokhsogollokh,RU,2020-04-11 14:01:40,61.47,128.92,99,92,31.36999999999996,2.15
taos,US,2020-04-11 14:01:40,36.41,-105.57,1,19,55.66999999999996,3.6
paranaiba,BR,2020-04-11 14:01:40,-19.68,-51.19,10,45,82.868,1.49
zhuhai,CN,2020-04-11 14:01:40,22.28,113.57,40,100,68.26999999999995,8.7
okhotsk,RU,2020-04-11 14:01:40,59.38,143.3,97,96,25.01600000000001,0.76
kagadi,UG,2020-04-11 14:01:40,0.96,30.8,93,56,69.83599999999997,1.53
sovetskiy,RU,2020-04-11 14:01:41,61.36,63.58,100,89,37.59800000000003,3.15
mount gambier,AU,2020-04-11 14:01:41,-37.83,140.77,90,66,52.069999999999965,2.1
isangel,VU,2020-04-11 14:01:41,-19.55,169.27,37,61,77.558,3.85
bobon,PH,2020-04-11 14:01:41,12.52,124.56,1,84,74.53399999999999,1.61
demba,CD,2020-04-11 14:01:41,-5.51,22.27,86,75,74.49800000000002,0.82
hargeysa,SO,2020-04-11 14:01:41,9.56,44.06,24,49,76.08200000000002,2.31
rio de janeiro,BR,2020-04-11 13:58:50,-22.9,-43.21,90,78,75.46999999999997,1.5
victor harbor,AU,2020-04-11 14:01:42,-35.57,138.62,75,71,54.266000000000005,1
atar,MR,2020-04-11 14:01:42,20.52,-13.05,0,9,99.19399999999997,5.73
beloha,MG,2020-04-11 14:01:42,-25.17,45.05,88,81,73.34600000000006,7.25
verkhovazhye,RU,2020-04-11 14:01:42,60.75,42.05,96,92,27.067999999999984,1.35
pa sang,TH,2020-04-11 14:01:42,18.53,98.94,20,48,82.66999999999996,0.69
wellington,NZ,2020-04-11 13:59:01,-41.29,174.78,63,82,59.26999999999996,9.3
nouadhibou,MR,2020-04-11 14:01:43,20.93,-17.03,0,53,77.26999999999995,9.3
kuryk,KZ,2020-04-11 14:01:43,43.2,51.65,15,67,49.02799999999996,4.84
seoul,KR,2020-04-11 14:01:43,37.57,126.98,1,81,43.06999999999996,1.15
aguililla,MX,2020-04-11 14:01:43,18.73,-102.73,42,11,95.0,1.23
tecpan,GT,2020-04-11 14:01:43,14.76,-90.99,40,42,82.66999999999996,2.1
garowe,SO,2020-04-11 14:01:44,8.41,48.48,1,48,81.23000000000005,8.26
rosita,NI,2020-04-11 14:01:44,13.93,-84.4,100,38,93.10999999999999,2.38
barra do garcas,BR,2020-04-11 14:01:44,-15.89,-52.26,75,62,89.86999999999996,1
lolua,,,,,,,,
gbadolite,CD,2020-04-11 14:01:44,4.28,21.02,96,72,75.79399999999998,0.63
egvekinot,RU,2020-04-11 14:01:44,66.32,-179.17,13,75,8.222000000000037,1.35
asosa,ET,2020-04-11 14:01:44,10.07,34.53,77,41,73.59800000000003,0.92
muzaffarabad,PK,2020-04-11 14:01:44,34.37,73.47,51,32,65.44399999999997,3.59
darab,IR,2020-04-11 14:01:45,28.75,54.54,100,25,72.53599999999997,2.12
biskamzha,RU,2020-04-11 14:01:45,53.45,89.53,0,82,27.446000000000048,1.89
te anau,NZ,2020-04-11 14:01:45,-45.42,167.72,91,69,52.64600000000005,1.87
avera,US,2020-04-11 14:01:45,33.19,-82.53,1,22,72.26600000000002,4.6
marfino,RU,2020-04-11 13:58:51,55.7,37.38,35,55,39.469999999999956,7
sorvag,,,,,,,,
deming,US,2020-04-11 14:01:45,32.27,-107.76,1,17,62.86999999999996,3.6
ilulissat,GL,2020-04-11 14:01:45,69.22,-51.1,75,59,37.66999999999996,3.1
bairiki,KI,2020-04-11 14:01:10,1.33,172.98,20,83,82.66999999999996,3.6
jintur,IN,2020-04-11 14:01:46,19.62,76.7,28,14,88.12400000000002,3.05
lagoa,PT,2020-04-11 14:01:46,39.05,-27.98,0,70,62.07799999999996,4.76
banda aceh,ID,2020-04-11 14:00:06,5.56,95.32,40,82,80.34800000000003,2.91
shieli,KZ,2020-04-11 14:01:46,44.17,66.75,84,34,61.934,1.56
yeppoon,AU,2020-04-11 14:01:46,-23.13,150.73,90,88,73.66999999999996,1.5
honningsvag,NO,2020-04-11 14:01:46,70.98,25.97,99,90,29.875999999999987,2.45
general roca,AR,2020-04-11 14:01:47,-39.03,-67.58,71,24,71.86999999999996,3.07
neuquen,AR,2020-04-11 14:01:47,-38.95,-68.06,73,24,71.86999999999996,3.23
baruun-urt,MN,2020-04-11 14:01:47,46.68,113.28,0,36,38.96600000000001,1.92
meulaboh,ID,2020-04-11 14:01:47,4.14,96.13,40,79,81.08599999999997,0.94
tahoua,NE,2020-04-11 14:01:47,14.89,5.27,94,6,102.46999999999996,2.1
romitan,UZ,2020-04-11 14:01:47,39.93,64.38,97,82,66.46999999999997,3.1
panjwin,,,,,,,,
sempeter,,,,,,,,
jensen beach,US,2020-04-11 14:01:48,27.25,-80.23,90,57,83.26400000000004,5.1
qaqortoq,GL,2020-04-11 14:01:48,60.72,-46.03,75,23,53.86999999999996,8.7
